cleaned_tweet,tweet,labels
I lot tweet medium tonight elect night food record chees amp cracker,RT @wcvbkelleyt: Just me or are there a lot of tweets from media tonight about election night food??!! For the record: cheese &amp; crackers @s&#8230;,2
last think befor bed mock elect rd grade I vote perot mayb I relat hi rea,"RT @weakenednachos: last thought before bed: in '92 we had a ""mock election"" in 3rd grade and i voted for Perot. maybe i related to his rea&#8230;",2
pussi pussi pussi I smell ya frum bout mile away,RT @wegomakeit: pussy pussy pussy i smell ya frum bout a mile away&#128564;,1
I hoe lmfao,RT @weirdstyle: I have 0 hoes lmfao,1
mani bitch shadi,RT @whaddoyoumean: Too many bitches is shady,1
get dhem hoe,RT @whatupwxll: @VivaLaKash &#128514;&#128514;&#128514; got dhem hoes !,1
nigga shit hoe dick,RT @whiskeyqueeen: niggas ain't shit but hoes with dicks,1
charli wear tread I flag pin everi dem show congress wear,RT @whisperdispatch: Charlie wearing the 'Don't Tread On Me' flag pin? Every Dem should show up in Congress in 2015 wearing that @ESQPoliti&#8230;,2
onc I get cold beer hand mistakin I I hide redneck side,"RT @whitbreezy: Once I get a cold beer in my hand there ain't no mistakin who I am, I can't hide my redneck side",2
shout girl wear holi cross leg get pussi full sin,RT @whiteboytatted: Shout out to all you girls that wear those holy cross leggings but got a pussy thats full of sin,1
rais asia lil bitch could danc bruh,RT @whoThatBe_LAE: raising asia.... that lil bitch could dance bruh &#128514;,1
lmfao hick,RT @whodatth0: &#8220;@AAAdontplayy: lmfao hicks https://t.co/kNa2U0D2o0&#8221;lmfao,1
I love bad bitch fuckin problem,RT @willgoes_ham: I love bad bitches that's my fuckin problem &#128527;,1
ratchet hoe wear flip flop curl turn black like soul slave walk,RT @willyroast2: Ratchet hoes wear flip flops that curl up and turned black like souls of slaves walked in them,1
yo girl pussi stank thi tweet stink suck thing faith bitch washin,RT @willyroast2: yo girl pussy stank @SoloExMachina This tweet stinks RT @willyroast2: There is no suck thing as a faithful bitch in Washin&#8230;,1
even short charli sheen move mel gibson,"RT @wilw: Even shorter Charlie Sheen: ""Your move, Mel Gibson.""",2
nigga mess wrong bitch,"RT @winkSOSA: ""@AintShitSweet__: ""@Rakwon_OGOD: Nigga messed with the wrong bitch &#128557;&#128514;https://t.co/5mNXKVAYot"" &#128557;&#128557;&#128557;&#128557;&#128514;&#128514;&#128557;&#128557;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@Th_Real_Esco",1
steal bitch,RT @wintervphillips: *steals your bitch*,1
stupid redneck anim husbandri mean get hitch blue tick hound misti,"RT @wisdom_spewed: No, you stupid redneck, ""Animal Husbandry"" does NOT mean you can get hitched to your blue tick hound, Misty.",0
big booti bitch ass tit,"RT @wishfulll: Big booty bitches with... ""@StagBeChillin: Ass RT @iDocLyfe: Tits""",1
I use word cunt veri loos,RT @wittybigtwittys: I use the word cunt very loosely,1
current take ur bitch brain creativ wierdn,RT @wizkhalifa: Currently taking over ur bitches brain with my creativity and wierdness.,1
east coast color hair everywher thi must sweet wave ever,"RT @wizkhalifa: On the east coast there's colored hair everywhere. 

This must be the sweetest wave ever.",2
respect man vision gang bitch follow,RT @wizkhalifa: Respect the man with vision and a gang of bitches to follow it.,1
share feel iss hoe shit keep,"RT @wizkhalifa: Share your feelings but if iss some hoe shit, keep it to yourself.",1
wake sleazi I bout make thi day bitch,RT @wizkhalifa: Woke up sleazy. Im bout to make this day my bitch,1
chines social medium feed total hysteria onset bird flu amp recent dead pig river,RT @wleerpcv: My Chinese social media feed is in total hysteria over the onset of bird flu &amp; recent dead pigs in the river in #Shang ...,2
fuck fuck skank ass cunt,RT @wojtata: @NoneShallPass97 fuck you up fucking skank ass cunt,1
huntley high school retard high school ever,RT @wojtata: Huntley High School is the most retarded high school ever.,1
thi bitch tri give dick hickey,RT @woodpusha_: This bitch tried to give my dick a hickey,1
I wrong fa laughin dem nica st cryin n interrog room ass n,RT @woohdakidd_74: &#8220;@Shane_A1: Am I wrong fa laughin at dem niccas on 1st 48 who be cryin n the interrogation room&#8221;hell noooo&#128514;&#128514;&#128514;pussy ass n&#8230;,1
I use buy tee n wear dem bitch time ass lol,RT @woohdakidd_74: &#8220;@Shane_A1: I did use to buy 2 tees n wear both dem bitches at the same time&#8221;lame ass lol,1
I steadi hearin bout suppos tuff street nica getin fucd n dey ass smh gay boy sad,RT @woohdakidd_74: &#8220;@Shane_A1: I'm steady hearin bout these suppose to be tuff street niccas gettin fuccd n dey ass smh gay boys&#8221;&#128561;&#128561;smh sad &#8230;,1
en kno I bitch,RT @woohdakidd_74: @Shane_A1 &#128514;&#128514;&#128514;they ain't een kno I was in that bitch,1
stress someon realiz get hoe,RT @worIdstarcomedy: When you're stressing over someone then realize you got hoes .. &#128514;&#128557;&#128175; https://t.co/PFmRDuHoXb,1
enough mind fuck pass I fuck nacho cunt,"RT @worley_7: Enough with the mind fuck and pass me the fucking nachos, cunt.",1
give bf head lame bitch probabl cheat bitch suck hi shit dr,RT @worst_B_ehavior: If you don't give your bf head you're a lame bitch and he's probably cheating on you with a bitch the suck his shit dr&#8230;,1
hoe ai nt loyal,RT @wrongmusicvine: #MusicThatDoesntMatch These hoes aint loyal! http://t.co/prXCfleT2W,1
onli southern know differ redneck white trash,RT @wrongwaybennett: Only Southerners know the difference between redneck and white trash.,1
let go yanke,RT @wtfdawkins: Let's go Yankees,2
hoe cool unclaim keep low peopl call hoe,RT @wtfuxupjessie: A hoe is cool with being unclaimed and kept on the low so that people don't call her what she is. A hoe.,1
gov rick scott refus debat charli crist becaus small fan,RT @wvjoe911: Gov Rick Scott Refuses To Debate Charlie Crist Because Of A Small Fan http://t.co/hKMfPnRukU,2
new avi thank b oreo,RT @wwwobert_: New avi thanks to b Oreo,2
whatev matter mani time kid fuck I I never becom I pussi I promis,RT @x2Pac_ThuGLorD: Whatever. No matter how many times kids fuck me over I will never become I pussy. I promise you that.,1
onli real bitch suck dick,RT @xBrandi_: Only real bitches suck dick,1
say friend everyon I know babi well bitch life,"RT @xCaramel_Jonesx: Don't be 32 on here and saying ""all my friends and everyone I know has a baby"". 

Well bitch. Life.",1
nigah go follow,"RT @xDSmooth: #shoutout to that niggah @1BookieG 
Go follow",1
rememb one bitch ass eat last week,RT @xDSmooth: @1BookieG remember that one bitch ass you ate out last week,1
lmao nigah thi twitter kenosha bitch train like florida bitch,RT @xDSmooth: @IzThat_xp @1BookieG lmao niggah this is twitter my Kenosha bitches can't be trained like my Florida bitches,1
thi nigah trip everybodi,RT @xDSmooth: @Mixxed_BreedXO @1BookieG this niggah was tripping over everybody,1
damn nigah side bitch get make sandwich,RT @xDSmooth: Damn my niggah side bitch got him making her a sandwich &#128514;&#128514;&#128514;,1
free nigah,RT @xDSmooth: Free my niggah @1BookieG,1
I ask definit prepi white girl thi nigah say starbuck,RT @xDSmooth: I asked @1BookieG what's the definition of a preppy white girl and this niggah said Starbucks,1
I take yo job bitch,RT @xDSmooth: I took yo job bitch @1BookieG,1
I leav paper basement n nigah get cake,RT @xDSmooth: Nooo I left my papers in the basement n my niggah getting some cakes down there -.-,1
way thi nigah flinch thi movi,RT @xDSmooth: The way this niggah just flinched at this movie was #priceless @1BookieG,0
thi nigah say lip dri ass hell lmao,RT @xDSmooth: This niggah said her lips dry ass hell lmao &#128514;&#128514;&#128514;&#128514;,1
cunt say pl use foul languag becaus lack intellig bitch let I introduc,"RT @xGingerAvenger: To that cunt who said she won't RT ppl who use foul language because it lacks intelligence... bitch, let me introduce y&#8230;",1
yung nation riot still bump hoe,RT @xM_3Times: Yung nation- riot . Still bump that hoe,1
damn hous arrest amp yup tht bitch like,RT @xNikiaaa_: @1stBlocJeremiah damn where you on house arrest at ? &amp; yup in tht bitch like &#128080;&#128131;&#128527;,1
bitch corni lol,RT @xPoppinWheelies: &#8220;@1stBlocJeremiah: All y'all bitches corny lol&#8221;rt,1
lol thirst real di bitch,RT @xPoppinWheelies: Lol the thirst be so real on dis bitch &#128514;,1
well I get conform bodi count five abov high hoe,"RT @xSALUTE_BADDAZZ: Well I just got conformation that is your body count is five or above, it's high and you a hoe &#128514;&#128514;&#128514;",1
iont like yal alway talk even tryna funni thou rn bitch I,RT @xTayGOTTII: &#8220;@__DatTootieGurl: @TaeFrmUTW @xTayGOTTII iont Like yall always talking. Not even tryna be funny thou rns&#8221;&#128514;&#128514;&#128514;&#128514; bitch I do&#8230;,1
twin get pussi eat,"RT @xTheMaddHatter: 9, 10 now you're having my twins. RT @polierburrr: 7, 8 get that pussy ate RT RT @R0SEADDAMS: you &#128298; http://t.co/WwSINeJ&#8230;",1
know dumb bitch like thi,RT @xXxRAIDERCH1CKA: We all know dumb bitches like this http://t.co/dq9yKQFV,1
multi till I die bitch believ,RT @x_Jimbo: Multi till I die bitch believe that...,1
feel crisp fall wind spin around I watch color leav fall like rainbow color raindrop slowli,RT @xenakix2243: Feeling the crisp fall wind spinning around me and watching the colorful leaves fall like rainbow colored raindrops slowly&#8230;,2
ca nt turn hoe housewif,RT @xfleezus: cant turn a hoe into a housewife.,1
I tryna find I wifey type hoe type,"RT @xjayyandrew: I'm trynna find me a wifey type, not a hoe type.",1
I want subway cooki dem bitch sound good rn,RT @xleaaahh: &#8220;@1stBlocJeremiah: I want subway cookies&#8221; dem bitches do sound good rn&#128514;&#128551;,1
spare hoe,"RT @xo_FCK_LOVE: ""@HelloBrooklynn_: Not sparing no hoes&#128514; http://t.co/q3fskcY6L2"" &#128175;",1
definit tell whore bitch wear slightli warm,RT @xo_Jack: You can definitely tell who's a whore by what bitches wear when it's slightly warm out.. &#128581;&#9995;&#128567;,1
I realli straight bold bitch hate I man,RT @xobeauty___: if i was to really be straight bold bitches will hate me man,1
littl bitch I straight rude,"RT @xochaton: you're a little bitch, and I'm straight up rude.",1
hoe lose,RT @xochinadoll: You hoes are lost.,1
mexican bitch well win crown,RT @xofantasybby: A mexican bitch better win the crown! #NuestraBellezaLatina,1
dawg pet peev find cute guy hoe I automat lose interest I compet,RT @xojeaninee: &#128553; dawg! &#8220;@Tressilicious: Pet peeve is finding out a cute guy has hoes. I automatically lose interest. I don't compete.&#8221;,1
chest tattoo femal trash,RT @xoxo_Geee: Chest tattoos on females are trash .,2
lol I start hand guid amp manual caus bitch wan na I bad,RT @xoxo_Nieceyy: Lol Imma start handing out guides &amp; manuals cause you bitches wanna be me so bad &#128514;&#128553;&#9995;&#128129;,1
I fuck bitch real quick,RT @xoxo_shelby_22: &#8220;@zzachbarness: I'll fuck a bitch real quick&#8221;,1
hoe spend bundl mk purs match wallet nail ev,"RT @xoxokellylynn_: some of y'all hoes can spend $300 on bundles, have a mk purse with a matching wallet, have your nails done but don't ev&#8230;",1
good girl worth bitch amp peopl still fail realiz,"RT @xsamanthaelaine: 1 good girl is worth 1,000 bitches &amp; people still fail to realize that",1
blaxican,RT @xtruthseekerx_: @NotoriousBeep blaxican,1
I let bitch talk free promot,RT @xx_lowkeychayy: I let these bitches talk. that's just free promotion &#128079;.,1
street go hoe everybodi get someon real hold,RT @y3llab3lla88: The streets ain't going no where. These hoes for everybody. When you got someone real you hold on to them.,1
want play cs go bitch I play fuck leagu legend game shit I,"RT @yNeverEleven: @VernNotice ""you don't want to play cs:go you're a bitch!"" ""no I won't play fucking league of legends that game is shit I&#8230;",1
funni slut say u mad caus I real like bitch cuz u actual water gtfo,"RT @yaboybillnye: its funny when sluts say ""u just mad cause I'm 100% real"" its like no bitch #swerve cuz u actually about 65% water gtfo",1
u ph scale mayb caus basic hoe,RT @yaboybillnye: u a 10? on the pH scale maybe cause you basic hoe,1
ugli bitch proli cockey lokin dick ball close time suckin time,RT @yagurlbubblez87: Ugly bitch prolly so cockeyed she lookin at the dick and balls up close at the same time while suckin at the same time,1
blame yanke underperform thi year ump manag ebola outbreak bout player,RT @yankee7kid: Who's to blame for the Yankees underperformance this year? The Umps? Management? The Ebola Outbreak?...How 'bout the player&#8230;,2
realiz get hoe,RT @yasminmarie23: When you realize you got no hoes http://t.co/s5YVAv8G7l,1
smoke wit bitch nap let play music I bet turn bosi slow shit real shit,"RT @yayabad1_SODMG: ""@_100d: Smoke wit a bitch in nap and let her play music I bet 100 she turn on boosie or some slow shit &#128530;"" real shit",1
fall love pussi never even get,RT @yendys45: And @xDSmooth fell in love with pussy he never even got....,1
I like fuck come cool son man fuck bitch ass,"RT @yepitstrey: I Be Like

&#128663;_____________&#128659;
Fuck! Here come the 5'o

__&#128663;______&#128659;__
Be cool son

___&#128663;&#128659;_____
Man fuck 

___&#128659;___&#128663;____
bitch ass &#8230;",1
I bitch unnecessari thing lol,RT @yes_paul: I bitch about unnecessary things lol,1
obama bitch,RT @ygAddie: Obama a bitch.,1
whi arizona hot hell liter minut later fuckin hurrican katrina thi bitch,RT @yglukeg: Why is Arizona hot as hell and then literally 5 minutes later it's fuckin Hurricane Katrina up in this bitch,1
I head first everi time I pussi,RT @yo_fav_rapper: I was HEAD FIRST EVERY TIME FOR YOU. . but now I'm pussy?&#128533;,1
fck hoe catch grip,RT @yoboijackson: Fck all you hoes. Catch a grip!,1
damn babe sike forev fuck basic bitch,RT @yofwm: &#8220;@BrianLovesAss_: Damn babe &#128557; sike forever fucking with basic bitches &#128514;&#8221; &#128514;&#128514;,1
crush bitch man I tri show I could treat well I never luck,RT @yograndmabitch: Had a crush on a bitch with a man I tried to show her that I could treat her better but I never had no luck,1
dick bitch sell mother soul inconsist dick dick know stay,RT @yolythegod: Dick will have bitches selling their own mothers soul.. Inconsistent dick at that. Dick that they know isn't staying.,1
virgo bitch get ta chill think beyonc,RT @yooSlim Y'all Virgo bitches gotta chill thinking y'all Beyonc&#232; &#128514;&#128514;&#128514;,1
wtf pee thi bitch I cut hi shit,"RT @youlovelena_: &#8220;@rolltide916: Wtf RT @Ambitious_Rome: &#128553;&#128552;&#128552; &#8220;@__sharae: he peed on this bitch https://t.co/wEJg4IkGIm&#8221;""&#8221; I'll cut his shit",1
hoe loyal,RT @young_thrill3r: These hoes ain't loyal,1
I send bitch smiley face bitch love smiley face,"RT @youngscrap: I sent that bitch a smiley face, bitches love smiley faces &#128515;",1
u never pregnanc scare pussi trash ladi,RT @youngtravo: If u ain't never had a pregnancy scare your pussy trash ladies #professortrav,1
fuck half bitch mount rainier I onli fuck wit,RT @younngmel: Fuck half the bitches at Mount Rainier &#58386;&#58386; i only fucks wit a few,1
know girlfriend littl bitch respect move,"RT @yous_a_cutie98: If you know he has a girlfriend don't be that little bitch, respect it and move on.",1
put number blocklist I stop thi convert mf I make hoe topless,"RT @yummy_pearl4: ""You put my number on blocklist? How can I stop this??? Convert them mfs. I'll make all them hoes topless."" &#128548;&#128298;",1
rather fuk bitch dat fuk eryday den fuk dat bitch tri hol n cold whore n da sheet I cnt en look,RT @yung_gleesh: If rather fukk a bitch dat fukks eryday den fukk dat bitch who try to hol n be a cold whore n da sheets i cnt een look at &#8230;,1
hoe tweet like put dick throat I choke ask say song hoe wh,RT @yung_sexxistud: Hoes tweets be like put that dick in my throat I won't choke then when you ask them about it they say its a song hoe wh&#8230;,1
becaus fuck two year old act like I mind tag bitch I violat,RT @yungbabydad: @RandallSomia because they're all fucking two years old acting like I won't mind being tagged bitch I will violate you,1
free wop,RT @yungkatana: free wop,1
want good girl hoe hi choic,"RT @yunglex3_: Don't want a good girl, hoes is his choice",1
hoe year round yezi teach I,"RT @yunglust: @WeakndMLG @hannahtherapper she a hoe year-round, yeezy taught me",1
bitch say ee hoe,"RT @yungtfti: If a bitch says ""eeeeeee"" she a hoe",1
miley cyru macklemor amp adam levin get togeth n like let get retard fuck hair cut ever,"RT @yungturd: miley cyrus, macklemore &amp; adam levine all got together n were like ""lets gets the most retarded fucking hair cuts ever""",1
approach yo bitch like,RT @yungxprnce: Approach yo bitch like: http://t.co/UHMIME9psw,1
pl uk go dumb hard curs like shit cunt I like dam cunt shit,"RT @yunheaux: ppl from the uk go dumb hard when they curse they be like ""YOU SHITTING CUNT"" I be like dam cunts can't shit",1
fuck dude talk shit friend I beat ass bitch,RT @yurista4life: @weston_diamond @PaulMoon8 fuck you dude! talk shit to my friend I will beat your ass bitch,1
nah bitch harbor citi,RT @ywr_speedy: nah these bitches up harbor city ;,1
gabi bitch amp make jacki make tea packet first,RT @z0mbiedance: Gabby's a bitch &amp; made Jackie make the tea packet first.,1
gabi bitch amp turn xbox nasti foot,RT @z0mbiedance: Gabby's a bitch &amp; turned on my xbox with her nasty foot..,1
let gabbi get drunk ass give bitch bread bitch love bread,RT @z0mbiedance: who let gabby get drunk off of her ass? give that bitch bread...bitches love bread.,1
fuck bitch think I,RT @zFearless: @Fadeaway_4s fuck a bitch and think of me,1
bunch redneck hammer three straight day,RT @zLuketheDuke: @TonyJRodriguez just a bunch of rednecks hammered for three straight days,1
build dresser realli make I crave ice cold glass pussi I right dude,RT @zachbooty: Building a dresser really makes me crave an ice cold glass of pussy am I right dudes,1
fuck queer,RT @zachpiecowiak: @Eddie_Sativa87 you're a fucking queer,0
trash gener,"RT @zachthorpe78: ""the trash generation""",2
thinkpiec whi kid call themselv trash garbag day,"RT @zachthorpe78: where are all the thinkpieces on why kids call themselves ""trash"" and ""garbage"" these days",2
need least bitch date I,RT @zakkmcdaniel: You need to at least not be a bitch 12/7 to date me,1
I immedi becom big bitch I sick like I need take care lmao,RT @zee__emm__gee: I immediately become the biggest bitch when I'm sick. Like I just need to be taken care of lmao,1
thing much pussi,RT @zeemonstaa: There no such thing as too much pussy .,1
I ever ask patienc patienc amp pussi mostli patienc,"RT @zekNcashe: all i ever asked for was patience, patience &amp; pussy but mostly patience..",1
question snoop dog og tell love hoe,RT @zekNcashe: you can't question snoop dogg he a OG he told us not to love these hoes.,1
full retard nar blame slow april sale winter weather,RT @zerohedge: Full retard: NAR blaming slow April sales on winter weather.,1
td pov linux mock kernel gnu hurd system,RT @zippy1981: @voretaq7 from a TDD POV linux is just a mock for the kernel of the GNU/HURD system.,2
gon na trash talk pierc say front good friend,RT @zoejoiner: if you're gonna trash talk my piercings don't say it in front of my best friends &#128514;&#128514;&#128514;&#128514;,2
eloqu state god I hate tom coughlin ol ass fuckboy ass geriatr ass pussi ass bitch,RT @zrastall17: Eloquently stated. &#8220;@h0rheyd: god i hate tom coughlin ol ass fuckboy ass geriatric ass pussy ass bitch&#8221;,1
pass bitch,RT and pass that bitch http://t.co/YoLSpKhiC0,1
one follow sell pussi hop twitter like get moral class,RT if one of your followers sell pussy but hop on Twitter like they got all the morals and class,1
fuck bitch fuck everi nigga state,RT if you fucked a bitch that fucked EVERY nigga in your state,1
spam thi bitch ass nigga migo,RT to spam this bitch ass nigga RT @HELLonDAscale: Migos http://t.co/5KzQXf7zg9,1
get I basebal well onli coupl day till legend retir,RT what got me into baseball! :Well only a couple more days till all these legends will be retired #CORE4 #Yankees http://t.co/bL2V1v2n9T&#8221;,2
commenc carpet bomb soldier thi video execut jihadi,"RT!
COMMENCE CARPET BOMBING! All #Iraq soldiers in this video http://t.co/7oLD2eDB1R executed by Jihadis from #Tunis http://t.co/02E1cEOE3z&#8221;",0
pussi whip onli follow tho,"RT!!""@Coolie_GBE300: You pussy whipped for only following @KimKardashian tho.... @kanyewest""",1
I wonder much pussi justin bieber get,"RT""@KILLQuana: I wonder How much pussy justin bieber gets.....""",1
rtin shit pussi joke would end like rest show chicken shit mother fucker,RT'in your own shit now pussy what a joke you'd end up just like all the rest no show chicken shit mother fucker,0
agre say look like monkey belong african zoo rofl,"RT, If You Agree!
#NorthKorea says #barackobama looks like;
""A monkey, who belongs in an African zoo"" 
ROFL! http://t.co/tooV1uty6h",1
thank captain never,"RT: Thank you, Captain. It'll never be the same. @Yankees #Jeter#2 http://t.co/EIe8D8C5cj&#8221;",2
rayci bitch michel obama african american vote democrat via,Raaaayciss bitch &#8220;@Sky_Max: Michelle Obama: African-Americans Should Vote for Democrats http://t.co/SL6TW6P39f via @Newsmax_Media&#8221;,1
rack citi bitch,Rack city bitch !,1
rais round real nica decoy,Raised Round real niccas no decoy,1
ralli sound good af ion hoe take ride,Rally's sound good af. But ion have no hoes so we can't take that ride &#128530;,1
rambo bout flex hoe,Rambo bout to flex on these hoes,1
ram laker whole trash jordan hill trash play davi randl,"Rams too ""@GnarlsDarkley: Lakers as a whole is trash RT @80sbaby4life: Jordan Hill is trash. Play Davis and Randle more""",2
run hous I kinda retard lol,Ran here from my house too... I'm kinda retarded. Lol,1
rand go full retard time ago play game retard,"Rand went full retard some time ago &#8220;@RichardBSpencer: @SenRandPaul isn't ""playing the game""... he's just retarded.
 http://t.co/ZpKimh9fTG&#8221;",1
rap bitch proli scare remi lol,Rap bitches prolly scared of Remy ma lol,1
rape ho ben lol,Rape a ho Ben! Lol,1
ratchet lol ass lol bitch,Ratchet lol ass lol bitch,1
raunchi ass hoe,Raunchy ass hoe.,0
raunchi ass pussi action sakurako offer hole,Raunchy ass to pussy action with Sakurako offering up her holes for&#160;use http://t.co/9elp4XyE9D,1
ravioli stuff wit lobster nd nice stuff clam beterthanamobst,Ravioli stuffed wit lobster nd a nice stuffed clam #eating betterthanamobster http://t.co/PzdoESaR,2
ray rice bitch,Ray Rice bitch!!!!!!!!!!!!!,1
ray rice bitch amp hi wife stupid stay hi side,Ray Rice is a bitch &amp; his wife is stupid for staying by his side.,1
ray rice bitch xan lean one punch,Ray rice had that bitch of the xans and the lean all in one punch,1
alexand skarsgard roommat declar sexi albino lizard I nt know sexi kinda,"Re: Alexander Skarsgard, my roommate has declared: ""He's a sexy albino lizard. i dont know how that's sexy, but it kinda is.""",2
reali wish I milk oreo lol,Reaaallly wish I had more milk for Oreos. Lol,2
read ut sexual assault case take I back colleg I never forget walk would say nt run train hoe straight troubl,Reading the ut sexual assault case takes me back 2 college.I'll never forget D Walk would say dont run trains on them hoes.Straight Trouble,1
readi bounc di bitch,Ready to bounce out dis bitch,1
readi go get fri oreo,Ready to go get my fried Oreos,2
real nigga bad bitch thing common ignor fuck amp neither know king queen,Real Niggas and Bad bitches have 2 things in common. You're both ignorant as fuck &amp; neither of you know that you're Kings and Queens.,1
real basketbal player get disappoint throw someth trash miss,Real basketball players get disappointed when they throw something in the trash can and miss,2
real bitch realli hungri argu bitch twitter straight flexin,Real bitches who really hungry won't be out here arguing with bitches on twitter straight flexin,1
real love hard find bitch tri fake I,Real love hard to find when these bitches try to fake it with me,1
real nica relat fuk nica perpetr,Real niccas relate fuk niccas perpetrate,1
real nigga need real bitch somebodi I chill,Real nigga need a real bitch. Just somebody I can chill with.&#128107;&#10084;,1
real nigga let real bitch come,Real niggas let real bitches come &#128070;,1
real nigga let real bitch cum first,Real niggas let real bitches cum first &#128540;,1
real nigga speak bitch u well listen,Real niggas speaking bitch u better listen....,1
real nigga treat I respect pussi nigga,"Real niggas treat me with respect and you're a pussy, nigga.",1
real nig uck I I give uck,Real nigs uck with me and I don't give a uck who don't,1
real shit bitch want grape someth differ,"Real shit. Now if the bitch want some grapes or something, THATS different.",1
real shit I love eat pussi,Real shit: I love eating pussy.,1
real talk I realli fulli trust bitch sinc instagram twitter becom popular,Real talk I really ain't fully trusted a bitch since Instagram and twitter became popular,1
real talk bye nothin whole nfc south glad bag trash thi year none team chanc make playoff,Real talk not being byes or nothin! The whole NFC south glad bag trash this year none of the teams have a chance making it to the playoffs!,2
realli barnicl oj anthoni weiner mj clown show rich come want good rate,Really Barnicle? OJ or Anthony Weiner? MJ is a clown show for #teabaggers and the rich. Come on #msnbc do you want good ratings? #morningjoe,1
realli nutin cut bitch,Really ain't nuttin to cut that bitch off,1
realli bitch,Really bitch?,1
realli bitch,Really bitch? No.,1
realli crave aroz con polo habichuela right,Really craving my arroz con pollo y habichuelas right now,2
realli tempt let redneck side drink lot beer sing countri karaok,Really tempted to let out the redneck side of my drink a lot of beer and sing some country karaoke..,2
realli wan na go bike downtown current lack sunglass cool happi prepar bitch face,Really wanna go biking downtown. The current lack of sunglasses... Not cool. Not happy. Prepare the bitch face.,1
realli hour find paper work retard tarant counti court suck,"Really. 3 hours to find paper work is retarded. Tarrant County Courts suck. 
#wasteoftime",1
reaper drone pinpoint jihadi john via,Reaper drones pinpoint Jihadi John http://t.co/IBScZeLxXe via @MailOnline,2
reathi phone jump gym fina cut thi bitch,Reathie phone jumping out the gym finna cut this bitch off,1
reathi scare thena bitch,Reathie scared thenna bitch,1
receipt I still rememb time lawrenc leav I vile voic mail angri call I ho everyth lol,Receipts? RT @LoyalLamb85: I still remember that time Lawrence left me a vile voice mail. He was angry. Called me a ho and everything. Lol,1
red sox fan bitch loud right field hitter exempt hit,Red Sox fans bitch the loudest about right field. Their hitters exempt from hitting them out too? #Yankees #YankeeStadium,1
red bitch I dark skin friend calin talkin bout come get I,Red bitch with me dark skin friend callin talkin bout come and get me,1
ref final call arm ball hoe count hand ball mexico game k,Ref finally calls it when it's an arm ball but those hoes didn't count the hand ball in the Mexico game. K #yesiamstillsalty,1
regular joe rockin tha boat redneck yacht club,Regular joes rockin tha boat that's us redneck yacht clubbb&#9728;&#127926;,2
reina yoshi cock blow threesom hairi pussi teas,Reina Yoshii in cock blowing threesome with her hairy pussy teasing&#160;cock http://t.co/dT4vmEPtv4,1
rememb fear guid crippl,"Remember that fear is there to guide you, not cripple you.",2
rememb I say uchiha faggot thi week sasuk reaffirm fli color,Remember when I said Uchiha&#8217;s are faggots? This week Sasuke reaffirms that with flying colors.,1
rememb I tell yal bout cowork lokin coupl week back karma hoe get hi ass,"Remember when I told yall bout my coworker not lookin out a couple weeks back?.. Karma's a hoe, got his ass.",1
rememb I would spank everyon meme war becaus I,Remember when I would spank everyone in meme wars? Because I do #faggots,1
rememb black girl number front shit I hungri stupid hoe,"Remember when black girls out numbers in front of shit. ""I'm 9 hungry"" ""You 7 stupid hoe""",1
reminiscin swinger day I drive caddi bitch sport finger wave,"Reminiscin on my swinger days, when I drove a Caddy and my bitch sported a finger wave",1
repeat I bitch,Repeat after me: Where my bitches?,1
republican onli racist america racist democrat play token negro card,Republicans aren't the only racist in America. We have racist Democrats too. But don't play the token negro card... http://t.co/FT5c4yhraG,2
rescu eleph calf look fuzzi intern fund anim welfar rehabilitati,Rescue elephant calf &#8216;Nunai&#8217; looking fuzzy at the International Fund for Animal Welfare Rehabilitati http://t.co/PAetLXGuoa,2
retwet spam thi faggot dick go,Retweet to spam this faggot RT @ChickenColeman: Dick going &#128070;,1
rev charli rangel union stand damn thing like inflat rat,"Rev. Charlie Rangel: What Unions Stand For Are &#8220;Spiritual Damn Things&#8221;&#8230; LIKE INFLATABLE RATS. 

 http://t.co/2nmrLDvIgB",2
review yank come militari histori unit state world war I via,Review: The Yanks are Coming! A Military History of the United States in World War I http://t.co/Hv4k1yZACH via @BreitbartNews,2
rewrit tinker offici languag regard sex relationship divorc remarriag etc noth set stone,"Rewrite, tinker with it's official language regarding same-sex relationships, divorce, remarriage, etc. But nothing is set in stone at all.",2
rick bitch,"Rick is not a bitch.
#TheWalkingDead",1
ricki bitch come girl,Ricky is such a bitch when it comes to girls&#128530;,1
ride bitch nasti,Riding in that ooo bitch it's nasty,1
ride quad thi bitch,Riding my quad with this bitch &#128540; http://t.co/EpPeMQfXxO,1
ride wit old dude di nica bangin,Riding wit my old dude .. Dis nicca bangin #FreshPrince #Summertime &#128514;&#128514;&#128563;&#128533;&#128559;&#9995;,1
rihana slay ani bitch,Rihanna just slaying any bitch &#128525;&#128525;,1
rihana must got holi grail pussi,Rihanna must got the holy grail of pussy &#128514;,1
rihana favorit thing white hous visit presid black poke whitey wise,Rihanna's Favorite Thing About White House Visits: 'My President Being Black' http://t.co/86zVJUzJLr #Solidarity Poking whitey-not wise..,1
rikanya lt lt lt get thi bitch dm,Rikanya &lt;&lt;&lt; &#128557; get this bitch out my DM,1
